time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010452550000	4.24392	18.5641	4.72336	-2.43525	0.470962	radar	1.06178	4.69245	18.4634	4.23416	18.5648	-3.93685	-3.11888
1477010452600000	4.13371	18.4133	4.59282	-2.39179	0.497713	lidar	1.34281	4.26269	18.481	4.03876	18.4071	-3.88293	-3.19362
1477010452650000	3.93055	18.2413	4.93893	-2.36595	0.511853	radar	7.05111	3.42434	18.8357	3.84606	18.2457	-3.82841	-3.26644
1477010452700000	3.6469	18.095	5.10092	-2.38592	0.454061	lidar	2.8009	3.45919	18.167	3.65611	18.0807	-3.77339	-3.33732
1477010452750000	3.49623	17.9467	4.85699	-2.36734	0.440739	radar	3.64459	4.3011	17.9267	3.46891	17.9122	-3.71795	-3.40627
1477010452800000	3.25376	17.7783	4.97871	-2.37088	0.407773	lidar	1.17164	3.12525	17.7493	3.28449	17.7402	-3.66215	-3.47331
1477010452850000	3.05918	17.5954	5.14341	-2.34908	0.416744	radar	2.01297	2.65664	17.888	3.10287	17.565	-3.60609	-3.53844
1477010452900000	2.89019	17.476	5.05187	-2.34326	0.401933	lidar	6.25661	2.9449	17.8154	2.92405	17.3866	-3.54982	-3.60167
1477010452950000	2.73282	17.2612	5.21089	-2.30139	0.436956	radar	2.40485	3.26647	17.0897	2.74805	17.2051	-3.49344	-3.66302
1477010453000000	2.55787	17.0693	5.21225	-2.28163	0.434526	lidar	0.0150377	2.55407	17.0853	2.57486	17.0205	-3.437	-3.72251
1477010453050000	2.40364	16.906	4.92646	-2.27244	0.408479	radar	2.36152	2.55039	16.8884	2.4045	16.833	-3.38059	-3.78014
1477010453100000	2.246	16.7357	4.90372	-2.25709	0.403287	lidar	0.50896	2.25371	16.8334	2.23695	16.6427	-3.32428	-3.83595
1477010453150000	2.07402	16.5383	4.8464	-2.24555	0.386884	radar	4.58611	1.57735	16.0489	2.07221	16.4497	-3.26812	-3.88995
1477010453200000	1.91736	16.3094	4.90802	-2.21925	0.393259	lidar	2.24462	1.88972	16.1054	1.91027	16.254	-3.21219	-3.94216
1477010453250000	1.77299	16.133	4.79102	-2.2067	0.381014	radar	0.578338	1.74362	16.2687	1.75112	16.0557	-3.15656	-3.99261
1477010453300000	1.5626	15.9666	4.86004	-2.22157	0.340154	lidar	1.71665	1.44745	16.0853	1.59474	15.8549	-3.10129	-4.04132
1477010453350000	1.42301	15.7342	5.08532	-2.18624	0.371034	radar	2.13225	1.6097	15.5526	1.44111	15.6517	-3.04644	-4.08832
1477010453400000	1.24545	15.5115	5.15408	-2.17741	0.358107	lidar	0.61712	1.18395	15.4284	1.29021	15.4463	-2.99207	-4.13364
1477010453450000	1.08832	15.3197	5.07618	-2.17157	0.340475	radar	1.01525	0.828993	15.528	1.14201	15.2386	-2.93825	-4.1773
1477010453500000	0.866115	15.0961	5.21378	-2.184	0.302991	lidar	1.829	0.722706	15.0075	0.996486	15.0288	-2.88503	-4.21933
1477010453550000	0.731388	14.9184	5.00887	-2.17667	0.2872	radar	2.45718	1.03147	15.2134	0.853604	14.8169	-2.83246	-4.25977
1477010453600000	0.644089	14.7097	4.93186	-2.14003	0.314721	lidar	0.611163	0.737301	14.7047	0.71333	14.603	-2.78061	-4.29864
1477010453650000	0.521176	14.4668	5.1205	-2.10854	0.340133	radar	1.88113	0.722177	14.2445	0.575628	14.3872	-2.72952	-4.33598
1477010453700000	0.341569	14.2399	5.20097	-2.11088	0.31575	lidar	0.613777	0.253435	14.2029	0.440459	14.1696	-2.67925	-4.37181
1477010453750000	0.196024	13.9851	5.44804	-2.08802	0.332713	radar	1.85303	-0.0328023	13.9604	0.307779	13.9502	-2.62984	-4.40617
1477010453800000	0.208553	13.7373	5.26451	-2.00934	0.409592	lidar	4.55355	0.459172	13.6856	0.177545	13.7292	-2.58135	-4.43909
1477010453850000	0.0942154	13.494	5.34574	-1.98854	0.412532	radar	0.431654	0.0524412	13.6377	0.0497099	13.5065	-2.53381	-4.47061
1477010453900000	-0.0768411	13.2548	5.41526	-1.99636	0.377072	lidar	0.950382	-0.190344	13.2856	-0.0757753	13.2823	-2.48728	-4.50075
1477010453950000	-0.192337	13.0404	5.19783	-1.99025	0.354701	radar	1.50618	-0.275043	13.1456	-0.198962	13.0566	-2.44179	-4.52955
1477010454000000	-0.171772	12.8246	5.01895	-1.9228	0.418271	lidar	3.91572	0.0462308	12.9301	-0.319903	12.8295	-2.39739	-4.55704
1477010454050000	-0.281131	12.6001	4.8813	-1.91718	0.394608	radar	2.72041	-0.684792	12.3563	-0.438654	12.6011	-2.35412	-4.58326
1477010454100000	-0.402202	12.3683	4.9248	-1.91496	0.372525	lidar	0.379987	-0.476482	12.3633	-0.555273	12.3714	-2.31202	-4.60823
1477010454150000	-0.515709	12.1606	4.86411	-1.91541	0.347727	radar	3.3476	-0.972122	12.5207	-0.669818	12.1404	-2.27111	-4.63198
1477010454200000	-0.590435	11.9488	4.82977	-1.89781	0.348795	lidar	0.43195	-0.582624	12.0386	-0.78235	11.9083	-2.23144	-4.65456
1477010454250000	-0.71065	11.7187	4.85866	-1.90107	0.322181	radar	2.75702	-1.26757	11.6495	-0.892931	11.6751	-2.19304	-4.67598
1477010454300000	-0.919644	11.4699	5.01131	-1.94366	0.248048	lidar	4.598	-1.17212	11.3988	-1.00163	11.4409	-2.15594	-4.69628
1477010454350000	-1.00754	11.2477	4.83977	-1.93691	0.234152	radar	2.04952	-0.891441	10.959	-1.1085	11.2057	-2.12017	-4.71549
1477010454400000	-1.19425	11.02	4.94524	-1.97202	0.176142	lidar	2.66823	-1.39289	11.0424	-1.21362	10.9695	-2.08575	-4.73364
1477010454450000	-1.28089	10.7713	5.13919	-1.94977	0.200857	radar	1.4806	-1.29894	10.9012	-1.31706	10.7324	-2.05273	-4.75075
1477010454500000	-1.41888	10.5114	5.22468	-1.95755	0.178102	lidar	0.882032	-1.49687	10.4198	-1.41889	10.4945	-2.02111	-4.76686
1477010454550000	-1.52048	10.2447	5.35723	-1.94408	0.187487	radar	1.00977	-1.59293	10.0212	-1.51917	10.2559	-1.99093	-4.78198
1477010454600000	-1.61076	10.0354	5.28004	-1.93625	0.187163	lidar	2.17279	-1.61875	10.2374	-1.61797	10.0165	-1.96221	-4.79615
1477010454650000	-1.69544	9.80884	5.16443	-1.92804	0.182629	radar	0.655573	-1.59702	9.96554	-1.71539	9.77637	-1.93498	-4.80939
1477010454700000	-1.76247	9.59333	5.09223	-1.91165	0.192605	lidar	0.847007	-1.73381	9.71347	-1.81147	9.53564	-1.90924	-4.82172
1477010454750000	-1.88765	9.33489	5.2645	-1.91519	0.180471	radar	2.37045	-2.27191	9.37316	-1.90631	9.29431	-1.88502	-4.83316
1477010454800000	-1.97525	9.03493	5.35637	-1.90074	0.185094	lidar	3.78874	-1.93833	8.77028	-1.99998	9.05243	-1.86233	-4.84374
1477010454850000	-2.0524	8.8179	5.16355	-1.89625	0.173523	radar	2.04252	-1.96565	9.13274	-2.09256	8.81003	-1.8412	-4.85347
1477010454900000	-2.14944	8.56598	5.19432	-1.89371	0.165654	lidar	0.0876498	-2.1768	8.5411	-2.18412	8.56717	-1.82164	-4.86238
1477010454950000	-2.28691	8.30585	5.27606	-1.9095	0.134731	radar	2.59223	-2.65862	8.19477	-2.27474	8.32388	-1.80365	-4.87047
1477010455000000	-2.31988	8.08124	5.17003	-1.88093	0.16272	lidar	1.00593	-2.21875	8.15339	-2.3645	8.0802	-1.78726	-4.87778
1477010455050000	-2.36758	7.87706	5.03485	-1.86389	0.174109	radar	5.42859	-2.273	8.52315	-2.45348	7.83617	-1.77248	-4.8843
1477010455100000	-2.48969	7.62219	5.11865	-1.8764	0.147281	lidar	0.77674	-2.59674	7.60288	-2.54177	7.59184	-1.75931	-4.89006
1477010455150000	-2.64797	7.38653	5.0382	-1.91428	0.0802483	radar	5.17362	-3.08256	7.38874	-2.62944	7.34723	-1.74777	-4.89507
1477010455200000	-2.75696	7.1305	5.10317	-1.91965	0.0678295	lidar	0.375421	-2.79865	7.064	-2.71658	7.10238	-1.73786	-4.89933
1477010455250000	-2.81338	6.89931	5.13629	-1.89771	0.098841	radar	1.76329	-2.79412	7.20818	-2.80326	6.85734	-1.72958	-4.90286
1477010455300000	-2.8401	6.70486	4.97008	-1.87216	0.126113	lidar	2.16569	-2.74651	6.86867	-2.88957	6.61214	-1.72295	-4.90566
1477010455350000	-2.87965	6.49776	4.73798	-1.86051	0.123738	radar	2.97526	-2.57673	6.36755	-2.97559	6.36681	-1.71797	-4.90774
1477010455400000	-2.93712	6.26578	4.73567	-1.84964	0.129215	lidar	0.134882	-2.90217	6.22989	-3.0614	6.12139	-1.71464	-4.90911
1477010455450000	-3.06665	6.00948	4.91989	-1.86793	0.100966	radar	4.28234	-3.50172	6.10796	-3.14709	5.87592	-1.71297	-4.90976
1477010455500000	-3.16406	5.7242	5.05332	-1.87118	0.0884197	lidar	2.11446	-3.1778	5.53101	-3.23274	5.63043	-1.71295	-4.9097
1477010455550000	-3.27317	5.47695	4.98786	-1.89164	0.0443035	radar	2.27627	-3.19736	5.19093	-3.31843	5.38496	-1.71458	-4.90893
1477010455600000	-3.38036	5.20814	5.09462	-1.89996	0.0301268	lidar	0.794959	-3.43031	5.10507	-3.40424	5.13955	-1.71787	-4.90745
1477010455650000	-3.44826	4.96225	5.13372	-1.88704	0.0502509	radar	0.236183	-3.4281	4.94644	-3.49026	4.89422	-1.72281	-4.90525
1477010455700000	-3.58049	4.66636	5.326	-1.9034	0.0259102	lidar	2.10317	-3.69435	4.52196	-3.57657	4.64902	-1.72939	-4.90233
1477010455750000	-3.6916	4.41077	5.2776	-1.92334	-0.0157096	radar	2.06682	-3.50501	4.17643	-3.66325	4.40398	-1.73763	-4.89868
1477010455800000	-3.83962	4.12403	5.45838	-1.944	-0.0396679	lidar	1.987	-4.00238	4.04684	-3.75039	4.15913	-1.74749	-4.8943
1477010455850000	-3.91206	3.88844	5.42132	-1.92776	-0.00493909	radar	1.47459	-4.06447	4.10977	-3.83806	3.91452	-1.75899	-4.88918
1477010455900000	-3.97412	3.66899	5.28278	-1.91881	0.00552356	lidar	0.956534	-3.88053	3.75177	-3.92635	3.67019	-1.77212	-4.8833
1477010455950000	-4.06153	3.48124	5.08194	-1.93124	-0.0209137	radar	4.06639	-4.23729	3.88878	-4.01533	3.42616	-1.78686	-4.87666
1477010456000000	-4.15264	3.23798	5.09876	-1.93218	-0.0208488	lidar	0.0195711	-4.15119	3.21968	-4.10509	3.18248	-1.8032	-4.86925
1477010456050000	-4.27378	2.97484	5.18811	-1.94873	-0.0493875	radar	0.788911	-4.27467	2.88187	-4.19571	2.93919	-1.82113	-4.86104
1477010456100000	-4.37021	2.69098	5.30284	-1.94661	-0.0442597	lidar	1.24046	-4.32451	2.55034	-4.28727	2.69633	-1.84065	-4.85202
1477010456150000	-4.45428	2.44413	5.2886	-1.93978	-0.0273489	radar	0.21254	-4.38481	2.39989	-4.37985	2.45393	-1.86173	-4.84218
1477010456200000	-4.56445	2.16899	5.39064	-1.94212	-0.0272355	lidar	0.495004	-4.61223	2.09192	-4.47352	2.21205	-1.88436	-4.83149
1477010456250000	-4.67161	1.94139	5.34461	-1.96639	-0.0807267	radar	4.07372	-4.29257	1.92854	-4.56836	1.97072	-1.90853	-4.81994
1477010456300000	-4.79454	1.65214	5.49483	-1.96976	-0.0770535	lidar	1.14657	-4.86829	1.53442	-4.66444	1.72998	-1.93422	-4.80751
1477010456350000	-4.91775	1.39837	5.53553	-1.98424	-0.0980125	radar	0.311673	-4.98165	1.43611	-4.76186	1.48989	-1.9614	-4.79417
1477010456400000	-4.96937	1.18612	5.33678	-1.97931	-0.0934327	lidar	5.47658	-4.66779	1.28643	-4.86066	1.25049	-1.99007	-4.7799
1477010456450000	-5.05869	0.988624	5.16684	-1.98455	-0.0928538	radar	1.14525	-4.98594	1.10894	-4.96095	1.01182	-2.02019	-4.76468
1477010456500000	-5.11383	0.77256	5.04751	-1.97962	-0.086816	lidar	3.71551	-4.85498	0.825661	-5.06277	0.77393	-2.05174	-4.74848
1477010456550000	-5.21585	0.450806	5.33286	-1.97023	-0.0715076	radar	5.54095	-4.84736	0.18101	-5.16621	0.536876	-2.08471	-4.73127
1477010456600000	-5.28865	0.218118	5.26123	-1.96784	-0.0675494	lidar	1.53741	-5.1231	0.257311	-5.27133	0.300706	-2.11906	-4.71303
1477010456650000	-5.39761	-0.00538022	5.14844	-1.96849	-0.0513153	radar	5.78113	-5.99809	-0.290765	-5.3782	0.0654719	-2.15477	-4.69374
1477010456700000	-5.4661	-0.236152	5.09911	-1.96363	-0.0448731	lidar	1.49135	-5.29972	-0.212982	-5.4869	-0.168772	-2.1918	-4.67335
1477010456750000	-5.5847	-0.400754	4.98723	-1.99438	-0.0923387	radar	3.27766	-5.64447	-0.144522	-5.59748	-0.401971	-2.23014	-4.65185
1477010456800000	-5.71765	-0.574132	4.88383	-2.02153	-0.123103	lidar	2.04173	-5.85359	-0.445801	-5.71001	-0.634069	-2.26974	-4.62919
1477010456850000	-5.83382	-0.819223	5.12876	-2.03782	-0.153289	radar	5.56467	-5.30947	-0.724468	-5.82456	-0.865006	-2.31058	-4.60536
1477010456900000	-5.93298	-1.10791	5.25571	-2.02394	-0.121851	lidar	1.75194	-5.87835	-1.26863	-5.94118	-1.09472	-2.35262	-4.58032
1477010456950000	-6.02144	-1.38908	5.32526	-2.00813	-0.090314	radar	2.82667	-5.68069	-1.52871	-6.05993	-1.32316	-2.39581	-4.55404
1477010457000000	-6.1615	-1.59403	5.26558	-2.0312	-0.115555	lidar	1.13615	-6.27263	-1.50938	-6.18087	-1.55025	-2.44014	-4.52648
1477010457050000	-6.30261	-1.84989	5.52846	-2.051	-0.148017	radar	2.85449	-6.11355	-1.75966	-6.30406	-1.77593	-2.48555	-4.49762
1477010457100000	-6.41337	-2.10912	5.5468	-2.04864	-0.13516	lidar	0.347978	-6.34007	-2.13685	-6.42954	-2.00014	-2.532	-4.46742
1477010457150000	-6.56243	-2.30432	5.37265	-2.0725	-0.154012	radar	3.65208	-6.99344	-2.17445	-6.55738	-2.22281	-2.57946	-4.43585
1477010457200000	-6.71448	-2.50967	5.32701	-2.09603	-0.175636	lidar	0.616196	-6.79288	-2.4458	-6.68761	-2.44386	-2.62788	-4.40288
1477010457250000	-6.86938	-2.72235	5.31755	-2.11693	-0.19223	radar	1.13829	-7.14408	-2.67584	-6.82029	-2.66323	-2.6772	-4.36847
1477010457300000	-6.96239	-3.00011	5.38349	-2.09638	-0.151674	lidar	2.17868	-6.8003	-3.10086	-6.95546	-2.88084	-2.7274	-4.3326
1477010457350000	-7.09047	-3.21974	5.26904	-2.10199	-0.145403	radar	0.363333	-7.13937	-3.22028	-7.09316	-3.09663	-2.7784	-4.29523
1477010457400000	-7.21503	-3.40272	5.17557	-2.11976	-0.162202	lidar	1.54942	-7.12118	-3.26434	-7.23344	-3.3105	-2.83017	-4.25632
1477010457450000	-7.36118	-3.65781	5.25012	-2.12031	-0.149748	radar	4.34275	-7.77186	-4.08999	-7.37632	-3.5224	-2.88265	-4.21586
1477010457500000	-7.5202	-3.77582	5.06995	-2.16761	-0.206492	lidar	4.9542	-7.49009	-3.49081	-7.52184	-3.73223	-2.93579	-4.1738
1477010457550000	-7.66526	-3.98606	5.13785	-2.17996	-0.211604	radar	0.521454	-7.52393	-3.88213	-7.67004	-3.93992	-2.98953	-4.13012
1477010457600000	-7.81985	-4.21926	5.18621	-2.18529	-0.203352	lidar	0.538147	-7.88049	-4.29783	-7.82094	-4.14538	-3.04381	-4.08479
1477010457650000	-7.97106	-4.43858	5.18523	-2.19261	-0.198565	radar	0.395894	-8.08524	-4.57834	-7.97457	-4.34854	-3.09857	-4.03778
1477010457700000	-8.13325	-4.68245	5.25415	-2.19492	-0.186796	lidar	1.18612	-8.22492	-4.79812	-8.13095	-4.5493	-3.15376	-3.98906
1477010457750000	-8.27374	-4.8758	5.01742	-2.20097	-0.176883	radar	1.93315	-8.453	-4.95621	-8.2901	-4.74759	-3.2093	-3.93862
1477010457800000	-8.40255	-5.09141	5.0217	-2.19881	-0.16275	lidar	0.27605	-8.33552	-5.1059	-8.45204	-4.94331	-3.26514	-3.88641
1477010457850000	-8.55226	-5.24476	4.8523	-2.22169	-0.180742	radar	2.87173	-8.55062	-4.79248	-8.61678	-5.13637	-3.32121	-3.83242
1477010457900000	-8.73812	-5.44372	4.90167	-2.24131	-0.192926	lidar	1.95252	-8.91477	-5.51752	-8.78433	-5.32669	-3.37745	-3.77663
1477010457950000	-8.90023	-5.63852	4.9366	-2.25321	-0.195949	radar	0.283062	-9.04115	-5.69364	-8.95469	-5.51417	-3.43377	-3.71901
1477010458000000	-9.0537	-5.82352	4.92486	-2.26399	-0.197452	lidar	0.0443358	-9.03391	-5.80267	-9.12788	-5.69872	-3.49012	-3.65955
1477010458050000	-9.19496	-5.96781	4.75875	-2.28204	-0.207756	radar	4.95999	-8.86897	-5.41973	-9.30388	-5.88026	-3.54643	-3.59823
1477010458100000	-9.36606	-6.06157	4.64387	-2.32731	-0.254037	lidar	3.52907	-9.30811	-5.82368	-9.4827	-6.05868	-3.60261	-3.53503
1477010458150000	-9.54576	-6.24511	4.76184	-2.34181	-0.256606	radar	1.3444	-9.80646	-6.41174	-9.66432	-6.23389	-3.6586	-3.46994
1477010458200000	-9.68313	-6.46076	4.79487	-2.3282	-0.222844	lidar	0.859409	-9.62547	-6.55958	-9.84874	-6.4058	-3.71431	-3.40295
1477010458250000	-9.90926	-6.62446	4.99897	-2.36511	-0.256874	radar	7.04459	-10.6688	-6.35543	-10.0359	-6.57431	-3.76969	-3.33404
1477010458300000	-10.1147	-6.79742	5.02922	-2.38709	-0.26772	lidar	0.723897	-10.2246	-6.83402	-10.2259	-6.73933	-3.82463	-3.26321
1477010458350000	-10.3013	-6.95785	5.05567	-2.40546	-0.274667	radar	0.730932	-10.2205	-6.71044	-10.4186	-6.90075	-3.87907	-3.19046
1477010458400000	-10.5351	-7.15	5.14455	-2.42519	-0.280601	lidar	3.78234	-10.7616	-7.29159	-10.614	-7.05849	-3.93293	-3.11577
1477010458450000	-10.7418	-7.28876	5.11695	-2.45382	-0.29919	radar	1.70416	-10.8944	-6.83335	-10.8121	-7.21245	-3.98613	-3.03916
1477010458500000	-10.9921	-7.45944	5.19731	-2.48138	-0.313541	lidar	3.46722	-11.2219	-7.56979	-11.0128	-7.36252	-4.03859	-2.96062
1477010458550000	-11.1788	-7.59493	5.04224	-2.49954	-0.316854	radar	1.42759	-10.986	-7.3707	-11.2161	-7.50862	-4.09021	-2.88015
1477010458600000	-11.3233	-7.75044	4.96952	-2.49526	-0.292979	lidar	3.15826	-11.0934	-7.6776	-11.422	-7.65064	-4.14093	-2.79777
1477010458650000	-11.5179	-7.87476	4.91646	-2.51775	-0.303089	radar	1.66357	-11.4213	-7.46085	-11.6304	-7.78849	-4.19066	-2.71349
1477010458700000	-11.6928	-7.97732	4.83662	-2.54072	-0.313803	lidar	2.76186	-11.5269	-7.8215	-11.8413	-7.92208	-4.23932	-2.6273
1477010458750000	-11.8823	-8.08888	4.66933	-2.56304	-0.322318	radar	0.911525	-11.9422	-7.88317	-12.0546	-8.05131	-4.28682	-2.53924
1477010458800000	-12.0919	-8.1776	4.65029	-2.59782	-0.345504	lidar	0.500979	-12.09	-8.08828	-12.2702	-8.17609	-4.33309	-2.44932
1477010458850000	-12.3263	-8.30738	4.96301	-2.6183	-0.348089	radar	2.87893	-12.4462	-8.02117	-12.4881	-8.29633	-4.37802	-2.35756
1477010458900000	-12.5303	-8.391	4.90866	-2.64816	-0.363984	lidar	1.55294	-12.4231	-8.2599	-12.7082	-8.41193	-4.42156	-2.26399
1477010458950000	-12.731	-8.47678	4.70697	-2.67548	-0.376727	radar	1.44285	-12.7461	-8.19449	-12.9304	-8.5228	-4.4636	-2.16863
1477010459000000	-13.013	-8.56891	4.81094	-2.71796	-0.404774	lidar	4.54304	-13.2911	-8.64594	-13.1547	-8.62886	-4.50407	-2.07151
1477010459050000	-13.2688	-8.66806	4.97714	-2.74457	-0.410925	radar	2.70019	-13.7929	-8.47158	-13.381	-8.73002	-4.54289	-1.97267
1477010459100000	-13.4899	-8.71745	4.92963	-2.78192	-0.431985	lidar	1.71011	-13.384	-8.57583	-13.6092	-8.82619	-4.57997	-1.87214
1477010459150000	-13.6968	-8.76118	4.67657	-2.81918	-0.454764	radar	3.26396	-13.6376	-8.26344	-13.8392	-8.91729	-4.61524	-1.76997
1477010459200000	-13.9217	-8.87286	4.70582	-2.82478	-0.433559	lidar	1.10621	-13.9959	-8.99264	-14.0709	-9.00324	-4.64861	-1.6662
1477010459250000	-14.1858	-8.9583	5.00986	-2.84376	-0.426003	radar	2.70721	-14.4737	-8.79552	-14.3043	-9.08395	-4.68001	-1.56086
1477010459300000	-14.4119	-9.07618	5.00952	-2.84102	-0.396621	lidar	0.785507	-14.4273	-9.1875	-14.5391	-9.15936	-4.70936	-1.45402
1477010459350000	-14.6385	-9.14711	4.90069	-2.86039	-0.397752	radar	0.438855	-14.5757	-9.32634	-14.7754	-9.22939	-4.73658	-1.34573
1477010459400000	-14.9304	-9.14433	4.97245	-2.92211	-0.448484	lidar	1.85047	-15.062	-9.04396	-15.013	-9.29397	-4.76161	-1.23603
1477010459450000	-15.1934	-9.21466	5.01251	-2.93975	-0.44265	radar	4.47378	-15.6189	-9.69365	-15.2517	-9.35302	-4.78436	-1.125
1477010459500000	-15.4609	-9.33517	5.07667	-2.9326	-0.406939	lidar	5.26686	-15.6682	-9.56749	-15.4916	-9.40649	-4.80476	-1.01269
1477010459550000	-15.696	-9.3699	4.86617	-2.96252	-0.423332	radar	1.84239	-15.9382	-9.35751	-15.7324	-9.45431	-4.82275	-0.899159
1477010459600000	-15.9509	-9.45511	4.90609	-2.9659	-0.401795	lidar	2.10118	-16.0862	-9.59819	-15.9741	-9.49642	-4.83827	-0.784484
1477010459650000	-16.1979	-9.47007	4.84384	-3.00031	-0.421093	radar	1.97772	-16.6033	-8.85459	-16.2164	-9.53277	-4.85124	-0.668734
1477010459700000	-16.4463	-9.46168	4.85326	-3.0408	-0.444577	lidar	0.547694	-16.4229	-9.37029	-16.4594	-9.5633	-4.8616	-0.55198
1477010459750000	-16.6542	-9.47187	4.74896	-3.06492	-0.448045	radar	4.78039	-16.011	-9.33486	-16.7027	-9.58797	-4.8693	-0.434301
1477010459800000	-16.9428	-9.44963	4.84758	-3.11147	-0.477356	lidar	1.73321	-17.1132	-9.43043	-16.9464	-9.60673	-4.87427	-0.315773
1477010459850000	-17.1987	-9.50732	4.98317	-3.10768	-0.439521	radar	7.93802	-16.9255	-10.8571	-17.1903	-9.61954	-4.87646	-0.196479
1477010459900000	-17.4624	-9.5238	5.01215	-3.12622	-0.435507	lidar	0.497749	-17.5448	-9.57485	-17.4342	-9.62636	-4.87583	-0.0765024
1477010459950000	-17.7179	-9.51635	4.94109	3.12746	-0.448369	radar	1.66306	-18.1371	-9.39146	-17.6781	-9.62717	-4.87232	0.0440703
1477010460000000	-17.9738	-9.48112	4.9642	3.0909	-0.465442	lidar	0.223801	-17.9724	-9.42299	-17.9216	-9.62194	-4.86588	0.165151
1477010460050000	-18.2124	-9.4509	4.87246	3.05811	-0.480586	radar	0.518868	-18.3083	-9.18778	-18.1648	-9.61064	-4.85648	0.286648
1477010460100000	-18.4017	-9.50234	4.74597	3.07263	-0.433777	lidar	1.86692	-18.2763	-9.60997	-18.4074	-9.59325	-4.84408	0.40847
1477010460150000	-18.6386	-9.4911	4.85576	3.05921	-0.418826	radar	1.80765	-18.2443	-9.58547	-18.6493	-9.56977	-4.82864	0.530522
1477010460200000	-18.8911	-9.47729	4.87513	3.04179	-0.414782	lidar	0.290017	-18.9545	-9.51544	-18.8904	-9.54017	-4.81012	0.652707
1477010460250000	-19.1209	-9.43952	4.9134	3.01925	-0.41378	radar	3.83663	-18.6983	-9.02886	-19.1305	-9.50447	-4.78851	0.774927
1477010460300000	-19.3768	-9.31057	4.97845	2.95341	-0.468095	lidar	3.13057	-19.2983	-9.09865	-19.3694	-9.46265	-4.76378	0.897083
1477010460350000	-19.6063	-9.23934	4.86058	2.91481	-0.492498	radar	1.13906	-19.7037	-8.79906	-19.6069	-9.41472	-4.73591	1.01907
1477010460400000	-19.8663	-9.10635	4.95226	2.85509	-0.534818	lidar	1.38284	-19.8731	-8.96417	-19.8431	-9.36071	-4.70487	1.1408
1477010460450000	-20.1074	-8.99995	4.99653	2.81383	-0.551455	radar	4.92228	-20.3815	-7.6755	-20.0775	-9.30061	-4.67066	1.26215
1477010460500000	-20.2511	-9.16158	4.62551	2.89666	-0.418673	lidar	13.8888	-20.1607	-9.59663	-20.3102	-9.23446	-4.63328	1.38303
1477010460550000	-20.4907	-9.12242	4.71593	2.88848	-0.399708	radar	1.67181	-20.4587	-9.7448	-20.5409	-9.16227	-4.59271	1.50334
1477010460600000	-20.7181	-9.01623	4.74993	2.84824	-0.423884	lidar	0.80485	-20.6596	-8.91527	-20.7696	-9.08409	-4.54895	1.62296
1477010460650000	-20.9617	-8.93652	4.76431	2.82208	-0.432107	radar	2.59376	-21.5568	-8.5005	-20.9959	-8.99994	-4.50202	1.74179
1477010460700000	-21.1548	-8.86925	4.69337	2.80406	-0.427028	lidar	1.01066	-21.0195	-8.85081	-21.2198	-8.90987	-4.45191	1.85972
1477010460750000	-21.3875	-8.78644	4.68255	2.77976	-0.433638	radar	1.99254	-21.8628	-8.64129	-21.4412	-8.81393	-4.39865	1.97666
1477010460800000	-21.5724	-8.76729	4.5582	2.78643	-0.398918	lidar	1.11117	-21.5029	-8.87191	-21.6597	-8.71217	-4.34224	2.0925
1477010460850000	-21.754	-8.64889	4.35583	2.73755	-0.444949	radar	5.72132	-21.9514	-7.41274	-21.8754	-8.60465	-4.2827	2.20712
1477010460900000	-21.9571	-8.56227	4.36265	2.71624	-0.443964	lidar	0.0301806	-21.9793	-8.57089	-22.0881	-8.49143	-4.22007	2.32043
1477010460950000	-22.1683	-8.45818	4.50753	2.69676	-0.432969	radar	2.35444	-22.1914	-7.70392	-22.2975	-8.37258	-4.15437	2.43232
1477010461000000	-22.4108	-8.34134	4.60388	2.67057	-0.43958	lidar	1.63957	-22.5838	-8.35296	-22.5035	-8.24817	-4.08564	2.5427
1477010461050000	-22.5969	-8.2373	4.52133	2.64472	-0.447702	radar	0.731167	-22.3177	-8.57758	-22.7061	-8.11829	-4.01391	2.65145
1477010461100000	-22.8619	-7.95551	4.85341	2.55254	-0.532397	lidar	6.78202	-22.9861	-7.6724	-22.9049	-7.98301	-3.93923	2.75848
1477010461150000	-23.0492	-7.81254	4.70023	2.50832	-0.569204	radar	3.42229	-23.2693	-8.32031	-23.1	-7.84243	-3.86163	2.8637
1477010461200000	-23.2875	-7.61689	4.87022	2.46358	-0.589593	lidar	2.28033	-23.4777	-7.56583	-23.2911	-7.69663	-3.78118	2.967
1477010461250000	-23.4922	-7.46611	5.00197	2.45069	-0.556204	radar	1.68379	-23.473	-7.02103	-23.4781	-7.54572	-3.69792	3.06828
1477010461300000	-23.6528	-7.33389	4.90199	2.43028	-0.546941	lidar	0.771327	-23.5408	-7.36069	-23.6609	-7.3898	-3.61191	3.16746
1477010461350000	-23.848	-7.16295	4.97042	2.40529	-0.540113	radar	0.835686	-24.0505	-6.56968	-23.8393	-7.22897	-3.52321	3.26445
1477010461400000	-23.9959	-7.09841	4.73454	2.41213	-0.499954	lidar	2.17952	-23.9384	-7.26171	-24.0132	-7.06336	-3.43189	3.35916
